recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special,ingredients_list,ingredient_count
RCP01792,Aloo Gosht,Pakistani,Desserts,Boiled,Medium,52,159,211,5,Hot,Beverage,False,False,True,True,3.9,3326,647,2.29,2023-04-03,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Tofu (394g), Cream (485 ml), Water (1 tbsp), Almonds (4 tbsp), Fenugreek Leaves (2 tbsp), Beef (3 tbsp)",9
RCP01793,Pakistani Desserts Special 293,Pakistani,Desserts,Fried,Easy,50,84,134,5,Hot,Dinner,False,False,False,True,4.5,393,549,13.19,2023-12-12,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Paneer (791g), Beef (2 tbsp), Tofu (1 tbsp), Milk (369 ml)",7
RCP01794,Paya,Pakistani,Desserts,Baked,Easy,15,15,30,6,Very Hot,Beverage,False,False,False,True,4.7,2489,435,20.05,2026-01-28,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Paneer (587g), Bell Pepper (2 medium), Sesame Seeds (2 tbsp), Red Chili Powder (2 tsp), Lemon Juice (1 tbsp), Basmati Rice (394 g)",9
RCP01795,Sindhi Biryani,Pakistani,Desserts,Boiled,Medium,59,92,151,3,Hot,Dessert,True,False,True,True,3.5,1414,368,11.47,2025-01-15,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Chickpeas (322g), Semolina (478 g), Mustard Seeds (1 tbsp), Beef (4 tbsp), Wheat Flour (318 g), Salt (3 tbsp), Mutton (3 tbsp)",10
RCP01796,Biryani,Pakistani,Desserts,Slow-cooked,Easy,13,162,175,2,Mild,Lunch,False,False,False,True,3.6,418,371,13.42,2025-01-12,False,True,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (627g), Curry Leaves (3 tbsp), Tomato (1 medium), Fresh Coriander (3 tbsp), Paneer (171 ml)",8
RCP01797,Chicken Tikka,Pakistani,Desserts,Baked,Easy,44,24,68,6,Medium,Dessert,False,False,False,True,4.1,1177,393,12.91,2025-11-16,True,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Tofu (460g), Sesame Seeds (3 tbsp), Salt (4 tbsp)",6
RCP01798,Aloo Gosht,Pakistani,Desserts,Slow-cooked,Hard,15,66,81,4,Mild,Lunch,False,False,False,True,3.7,4351,352,10.94,2023-10-15,False,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Shrimp (532g), Garam Masala (2 tsp), Sesame Seeds (1 tbsp), Vinegar (3 tbsp), Cardamom (2 tsp), Ginger (2 medium), Semolina (476 g), Cloves (2 tsp), Sugar (2 tbsp)",12
RCP01799,Pakistani Desserts Special 299,Pakistani,Desserts,Steamed,Hard,13,83,96,5,Hot,Beverage,True,False,True,True,4.0,1799,210,23.14,2023-10-04,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Eggs (387g), Oil (3 tbsp), Vinegar (2 tbsp), Basmati Rice (300 g), Sugar (3 tbsp), Beef (4 tbsp), Yogurt (148 ml), Raisins (3 tbsp), Wheat Flour (237 g), Tofu (3 tbsp), Mint Leaves (2 tbsp), Cumin (2 tsp), Shrimp (4 tbsp), Mint Leaves (1 tbsp)",17
RCP01800,Haleem,Pakistani,Desserts,Fried,Medium,28,34,62,6,Very Hot,Beverage,False,False,False,True,4.0,1503,581,7.39,2024-04-18,False,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Fish (809g), Raisins (1 tbsp), Curry Leaves (4 tbsp), Beef (3 tbsp), Garlic (1 medium)",8
RCP01801,Aloo Gosht,Pakistani,Desserts,Roasted,Easy,56,16,72,7,Medium,Lunch,False,False,False,True,4.2,3679,463,19.01,2025-12-06,False,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Chicken (879g), Butter (410 ml), Fresh Coriander (3 tbsp)",6
RCP01802,Haleem,Pakistani,Desserts,Baked,Easy,22,109,131,7,Medium,Snack,False,False,False,True,5.0,2131,217,9.38,2025-06-26,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Paneer (560g), Water (2 tbsp), Cloves (2 tsp), Ginger (2 medium), Lemon Juice (2 tbsp), Mutton (3 tbsp)",9
RCP01803,Palak Paneer,Pakistani,Desserts,Pressure-cooked,Hard,22,140,162,2,Hot,Snack,False,False,False,True,3.5,4773,595,2.59,2025-07-19,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Shrimp (876g), Butter (401 ml), Mustard Seeds (3 tbsp), Mint Leaves (4 tbsp), Green Chili (2 medium), Curry Leaves (2 tbsp), Chickpea Flour (290 g), Mustard Seeds (3 tbsp), Curry Leaves (3 tbsp), Raisins (3 tbsp), Shrimp (3 tbsp), Shrimp (2 tbsp), Mustard Seeds (2 tbsp)",16
RCP01804,Chicken Tikka,Pakistani,Desserts,Steamed,Easy,17,66,83,4,Hot,Beverage,True,True,False,True,3.6,1870,732,8.92,2024-01-06,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Chickpeas (403g), Curry Leaves (1 tbsp), Tomato (2 medium), Onion (1 medium), Basmati Rice (462 g), Milk (307 ml)",9
RCP01805,Aloo Gosht,Pakistani,Desserts,Fried,Easy,46,145,191,6,Medium,Beverage,False,False,False,True,4.4,3956,709,21.03,2025-10-02,True,True,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chicken (717g), Cumin (2 tsp), Wheat Flour (285 g), Tomato (1 medium), Peas (2 medium)",8
RCP01806,Chapli Kabab,Pakistani,Desserts,Pressure-cooked,Hard,27,61,88,7,Hot,Breakfast,True,False,False,True,4.8,3005,199,7.76,2023-11-16,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Lentils (Dal) (456g), Basmati Rice (366 g), Semolina (317 g), Fresh Coriander (1 tbsp), Mutton (1 tbsp), Green Chili (2 medium), Ginger (2 medium), Coconut Milk (1 tbsp), Cumin (2 tsp), Cardamom (1 tsp), Cashews (2 tbsp)",14
RCP01807,Pakistani Desserts Special 307,Pakistani,Desserts,Steamed,Medium,42,25,67,6,Very Hot,Beverage,True,False,False,True,4.8,1087,614,8.69,2025-11-01,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Lentils (Dal) (489g), Semolina (413 g), Cream (490 ml), Salt (2 tbsp), Turmeric (2 tsp), Paneer (2 tbsp), Sesame Seeds (1 tbsp), Wheat Flour (494 g), Fresh Coriander (2 tbsp)",12
RCP01808,Pakistani Desserts Special 308,Pakistani,Desserts,Boiled,Medium,49,110,159,3,Mild,Dessert,False,False,False,True,4.4,3967,770,15.67,2025-07-02,True,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (720g), Butter (143 ml), Wheat Flour (228 g), Mint Leaves (1 tbsp), Chickpea Flour (370 g), Chickpea Flour (259 g), Lemon Juice (1 tbsp), Paneer (102 ml), All-Purpose Flour (348 g), Cream (311 ml), Tamarind Paste (4 tbsp)",14
RCP01809,Pakistani Desserts Special 309,Pakistani,Desserts,Grilled,Easy,10,166,176,5,Medium,Dessert,False,False,False,True,4.3,4808,199,6.2,2025-06-23,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Shrimp (919g), Salt (3 tbsp)",5
RCP01810,Nihari,Pakistani,Desserts,Boiled,Easy,14,17,31,4,Medium,Dinner,False,False,False,True,4.8,347,645,15.78,2025-12-06,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Mutton (511g), Cinnamon (2 tsp), Cauliflower (2 medium)",6
RCP01811,Haleem,Pakistani,Desserts,Roasted,Hard,38,84,122,7,Medium,Dessert,False,False,True,True,4.6,4077,567,17.35,2025-12-04,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chicken (930g), Mint Leaves (2 tbsp), Cardamom (1 tsp), All-Purpose Flour (398 g), Butter (439 ml), Mint Leaves (2 tbsp), Sesame Seeds (3 tbsp), Oil (2 tbsp), Oil (2 tbsp)",12
RCP01812,Pakistani Desserts Special 312,Pakistani,Desserts,Steamed,Easy,27,131,158,3,Hot,Lunch,False,True,False,True,4.2,4111,381,9.03,2023-08-25,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Fish (793g), Cashews (3 tbsp), Basmati Rice (284 g), Paneer (425 ml)",7
RCP01813,Pakistani Desserts Special 313,Pakistani,Desserts,Roasted,Easy,20,173,193,6,Medium,Dessert,False,False,True,True,4.3,540,306,21.77,2023-03-18,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Mutton (631g), Beef (1 tbsp), Semolina (453 g), Paneer (104 ml), Green Chili (2 medium), All-Purpose Flour (430 g)",9
RCP01814,Sindhi Biryani,Pakistani,Desserts,Grilled,Hard,26,107,133,5,Medium,Lunch,False,False,False,True,4.9,2583,600,13.79,2026-02-05,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Fish (375g), Butter (362 ml), Sugar (2 tbsp), Yogurt (273 ml), Butter (424 ml), Sesame Seeds (4 tbsp), Raisins (2 tbsp), Sugar (4 tbsp), Fish (2 tbsp), Sesame Seeds (1 tbsp), Red Chili Powder (2 tsp), Salt (2 tbsp)",15
RCP01815,Palak Paneer,Pakistani,Desserts,Grilled,Medium,58,23,81,5,Medium,Dessert,False,True,False,True,3.5,1996,599,12.81,2025-02-28,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Paneer (398g), Wheat Flour (459 g), Ginger (2 medium), Raisins (3 tbsp), Coconut Milk (1 tbsp), Chickpeas (1 tbsp), Garam Masala (2 tsp), Sesame Seeds (2 tbsp), Fenugreek Leaves (3 tbsp)",12
RCP01816,Pakistani Desserts Special 316,Pakistani,Desserts,Pressure-cooked,Hard,19,165,184,3,Medium,Snack,True,True,False,True,4.6,3020,710,24.23,2024-07-21,True,True,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Eggs (490g), Semolina (480 g), Vinegar (4 tbsp), Paneer (2 tbsp), Coconut Milk (1 tbsp), Salt (3 tbsp), Shrimp (3 tbsp), Semolina (217 g), Water (4 tbsp), Fresh Coriander (1 tbsp), Cream (458 ml), Cloves (1 tsp), Fresh Coriander (3 tbsp), Tamarind Paste (4 tbsp), Butter (271 ml)",18
RCP01817,Seekh Kabab,Pakistani,Desserts,Fried,Hard,59,51,110,3,Mild,Beverage,True,False,False,True,4.8,1364,319,21.01,2025-06-17,True,True,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Chickpeas (455g), Water (3 tbsp), Fresh Coriander (1 tbsp), Basmati Rice (283 g), Bay Leaf (2 tsp), Raisins (4 tbsp), Sugar (1 tbsp), Shrimp (3 tbsp), Fenugreek Leaves (4 tbsp), Raisins (1 tbsp), Basmati Rice (330 g), Salt (3 tbsp), Yogurt (102 ml), Basmati Rice (483 g), Cloves (1 tsp), Paneer (4 tbsp)",19
RCP01818,Haleem,Pakistani,Desserts,Boiled,Medium,52,21,73,5,Medium,Snack,False,False,False,True,3.8,200,688,24.26,2025-02-06,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Tofu (530g), Milk (332 ml), Oil (1 tbsp), Ghee (408 ml), Cinnamon (2 tsp)",8
RCP01819,Pakistani Desserts Special 319,Pakistani,Desserts,Slow-cooked,Easy,34,27,61,3,Hot,Breakfast,True,False,False,True,3.7,2074,299,15.21,2025-04-01,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Eggs (456g), Chickpea Flour (216 g), Shrimp (3 tbsp), Coconut Milk (4 tbsp), Cream (196 ml), Shrimp (3 tbsp)",9
RCP01820,Pakistani Desserts Special 320,Pakistani,Desserts,Boiled,Medium,54,131,185,6,Medium,Dessert,False,False,True,True,4.6,267,224,15.76,2023-09-15,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Beef (554g), Fresh Coriander (1 tbsp), Lentils (Dal) (1 tbsp), Spinach (2 medium), Cinnamon (1 tsp), Cardamom (1 tsp), Butter (124 ml), Shrimp (2 tbsp), Basmati Rice (256 g), Onion (1 medium)",13
RCP01821,Korma,Pakistani,Desserts,Steamed,Easy,19,174,193,2,Medium,Dessert,False,False,False,True,3.8,2041,715,15.03,2023-11-25,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Chicken (694g), Cardamom (2 tsp)",5
RCP01822,Chapli Kabab,Pakistani,Desserts,Slow-cooked,Easy,12,98,110,3,Mild,Beverage,True,False,False,True,3.9,1790,575,20.23,2023-11-29,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (263g), Basmati Rice (495 g), Chickpea Flour (384 g)",6
RCP01823,Palak Paneer,Pakistani,Desserts,Boiled,Hard,25,142,167,7,Medium,Dinner,True,False,False,True,4.1,2703,662,20.0,2023-08-20,True,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (485g), Cashews (3 tbsp), Milk (154 ml), Cashews (1 tbsp), Lemon Juice (3 tbsp), Raisins (3 tbsp), Salt (1 tbsp), Milk (183 ml), Sesame Seeds (2 tbsp), Vinegar (3 tbsp), Chickpeas (2 tbsp), All-Purpose Flour (305 g)",15
RCP01824,Sajji,Pakistani,Desserts,Fried,Hard,54,34,88,3,Hot,Lunch,False,False,False,True,4.3,3516,688,2.96,2023-04-27,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Fish (947g), Ginger (1 medium), Cumin (2 tsp), Cashews (1 tbsp), Cream (249 ml), Water (3 tbsp), Wheat Flour (245 g), Ginger (1 medium), Cream (206 ml), Garam Masala (2 tsp), Sugar (4 tbsp)",14
RCP01825,Karahi,Pakistani,Desserts,Grilled,Medium,30,66,96,4,Very Hot,Beverage,False,False,True,True,4.8,4770,419,23.3,2023-10-02,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Beef (683g), Bell Pepper (2 medium), Bay Leaf (1 tsp), Mint Leaves (2 tbsp), Potato (2 medium), Cashews (3 tbsp), Salt (3 tbsp), Chickpea Flour (350 g), Coriander (1 tsp), Tamarind Paste (2 tbsp)",13
RCP01826,Biryani,Pakistani,Desserts,Grilled,Hard,31,43,74,6,Hot,Dessert,True,False,False,True,4.8,2543,684,7.86,2023-05-19,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Eggs (455g), Ghee (353 ml), All-Purpose Flour (236 g), Ghee (377 ml), Salt (3 tbsp), Yogurt (396 ml), Cinnamon (2 tsp), Curry Leaves (2 tbsp), Carrot (2 medium)",12
RCP01827,Paya,Pakistani,Desserts,Roasted,Medium,59,129,188,2,Medium,Beverage,False,False,False,True,4.5,3587,767,8.06,2024-04-16,True,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Shrimp (520g), Vinegar (2 tbsp), Wheat Flour (408 g), Yogurt (308 ml), Cinnamon (2 tsp), Fenugreek Leaves (2 tbsp), Mint Leaves (3 tbsp), Chickpeas (1 tbsp), Chickpeas (1 tbsp), Chickpea Flour (363 g), Green Chili (2 medium)",14
RCP01828,Pakistani Desserts Special 328,Pakistani,Desserts,Pressure-cooked,Hard,41,15,56,5,Medium,Snack,False,False,True,True,4.6,4020,711,11.94,2025-12-07,False,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Tofu (880g), Butter (246 ml), Coconut Milk (3 tbsp), Cashews (4 tbsp), Coriander (2 tsp), Potato (2 medium), Peas (1 medium), Basmati Rice (221 g), Milk (186 ml), Yogurt (163 ml), Curry Leaves (2 tbsp)",14
RCP01829,Aloo Gosht,Pakistani,Desserts,Boiled,Easy,53,163,216,5,Medium,Snack,False,False,False,True,4.1,45,649,23.67,2025-04-11,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Fish (828g), Ghee (373 ml), Fenugreek Leaves (1 tbsp), Mustard Seeds (4 tbsp)",7
RCP01830,Biryani,Pakistani,Desserts,Grilled,Medium,31,73,104,6,Medium,Breakfast,False,False,False,True,4.9,4928,568,13.16,2025-10-18,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Chicken (458g), Tomato (1 medium), Potato (1 medium), Paneer (1 tbsp), Milk (364 ml), Sesame Seeds (1 tbsp), Wheat Flour (375 g), Beef (3 tbsp), Lemon Juice (1 tbsp), Curry Leaves (4 tbsp), Eggs (4 tbsp)",14
RCP01831,Korma,Pakistani,Desserts,Boiled,Easy,47,88,135,5,Medium,Beverage,False,False,False,True,4.0,704,294,8.58,2023-07-03,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Shrimp (612g), Sesame Seeds (1 tbsp)",5
RCP01832,Paya,Pakistani,Desserts,Steamed,Hard,24,169,193,2,Hot,Lunch,False,False,False,True,4.0,4177,603,23.37,2023-10-16,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Tofu (448g), Paneer (432 ml), Red Chili Powder (1 tsp), Potato (1 medium), Oil (1 tbsp), Onion (1 medium), Ghee (184 ml), Cauliflower (2 medium), Coriander (1 tsp), Water (3 tbsp), Curry Leaves (1 tbsp), Fenugreek Leaves (1 tbsp), Sesame Seeds (3 tbsp), Coconut Milk (3 tbsp), Bay Leaf (1 tsp), Fresh Coriander (3 tbsp)",19
RCP01833,Pakistani Desserts Special 333,Pakistani,Desserts,Grilled,Medium,52,108,160,6,Hot,Breakfast,False,False,True,True,3.8,4636,353,22.39,2025-12-30,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Paneer (428g), Bay Leaf (1 tsp), Cashews (3 tbsp), Cashews (1 tbsp), Black Pepper (2 tsp), Carrot (1 medium), Milk (170 ml), Spinach (2 medium), Vinegar (2 tbsp)",12
RCP01834,Pakistani Desserts Special 334,Pakistani,Desserts,Grilled,Easy,20,105,125,3,Very Hot,Beverage,False,False,False,True,3.9,1302,768,23.43,2025-04-10,False,True,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Shrimp (994g), Yogurt (377 ml), Water (3 tbsp), Fenugreek Leaves (3 tbsp), Cumin (1 tsp)",8
RCP01835,Aloo Gosht,Pakistani,Desserts,Boiled,Easy,47,132,179,7,Medium,Dessert,False,False,False,True,3.9,1279,228,18.78,2024-01-25,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Shrimp (356g), Sugar (3 tbsp)",5
RCP01836,Chapli Kabab,Pakistani,Desserts,Roasted,Hard,50,121,171,7,Medium,Dinner,False,False,False,True,4.7,3121,657,14.2,2023-04-02,False,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Mutton (765g), Garlic (2 medium), Raisins (2 tbsp), Turmeric (1 tsp), Chickpea Flour (393 g), Spinach (1 medium), Onion (2 medium), Fresh Coriander (1 tbsp), Semolina (309 g)",12
RCP01837,Palak Paneer,Pakistani,Desserts,Steamed,Easy,39,148,187,6,Hot,Snack,False,False,True,True,3.8,797,661,21.09,2024-09-12,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Mutton (696g), Raisins (2 tbsp)",5
RCP01838,Sindhi Biryani,Pakistani,Desserts,Boiled,Medium,31,92,123,7,Medium,Lunch,False,False,False,True,4.2,1749,450,2.83,2024-03-01,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chicken (637g), Shrimp (4 tbsp), Coriander (2 tsp), Shrimp (1 tbsp), Oil (2 tbsp), Vinegar (4 tbsp), Cream (168 ml)",10
RCP01839,Pakistani Desserts Special 339,Pakistani,Desserts,Slow-cooked,Medium,10,139,149,2,Mild,Breakfast,False,False,False,True,4.8,2638,532,15.0,2023-09-21,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Mutton (549g), Butter (489 ml), Turmeric (1 tsp), Tomato (2 medium), Mutton (1 tbsp)",8
RCP01840,Paya,Pakistani,Desserts,Steamed,Medium,29,148,177,2,Medium,Dinner,True,False,True,True,3.7,1021,465,22.28,2025-04-04,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (361g), Water (4 tbsp), Cinnamon (2 tsp), Fresh Coriander (4 tbsp), Butter (225 ml), Tamarind Paste (3 tbsp), Yogurt (234 ml), Cumin (2 tsp), All-Purpose Flour (218 g), Vinegar (1 tbsp)",13
RCP01841,Pakistani Desserts Special 341,Pakistani,Desserts,Steamed,Hard,57,72,129,4,Very Hot,Dinner,False,True,False,True,4.8,2700,434,7.72,2023-11-29,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Paneer (597g), Paneer (2 tbsp), Curry Leaves (4 tbsp), Milk (461 ml), Salt (4 tbsp), Yogurt (429 ml), Fresh Coriander (3 tbsp), Carrot (2 medium), Wheat Flour (416 g), Mutton (2 tbsp), Chicken (1 tbsp), Beef (1 tbsp), Red Chili Powder (2 tsp), Ghee (448 ml)",17
RCP01842,Pakistani Desserts Special 342,Pakistani,Desserts,Fried,Medium,57,68,125,7,Medium,Snack,True,False,False,True,4.0,2158,512,19.17,2026-01-11,True,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (241g), Onion (1 medium), Mutton (1 tbsp), Curry Leaves (1 tbsp), Spinach (1 medium), Fenugreek Leaves (1 tbsp), Sugar (3 tbsp), All-Purpose Flour (212 g), Cream (123 ml), Coconut Milk (2 tbsp), Spinach (2 medium)",14
RCP01843,Seekh Kabab,Pakistani,Desserts,Fried,Easy,28,55,83,2,Mild,Dinner,False,False,False,True,4.4,2945,391,8.97,2024-08-20,True,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Beef (651g), Turmeric (1 tsp), Mint Leaves (1 tbsp), Oil (4 tbsp)",7
RCP01844,Sindhi Biryani,Pakistani,Desserts,Roasted,Easy,25,95,120,7,Medium,Lunch,False,False,False,True,4.1,1382,385,9.13,2023-11-01,False,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Chicken (807g), Turmeric (1 tsp)",5
RCP01845,Chicken Tikka,Pakistani,Desserts,Steamed,Medium,56,66,122,6,Very Hot,Dessert,True,False,False,True,3.9,3030,736,3.81,2024-06-14,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Chickpeas (320g), Ghee (380 ml), Cinnamon (2 tsp), Garlic (1 medium), Fenugreek Leaves (3 tbsp)",8
RCP01846,Chicken Tikka,Pakistani,Desserts,Fried,Hard,27,178,205,4,Mild,Beverage,True,False,False,True,3.5,405,656,10.02,2025-05-07,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Lentils (Dal) (274g), Red Chili Powder (2 tsp), Oil (3 tbsp), Mustard Seeds (2 tbsp), Coriander (1 tsp), Green Chili (1 medium), Curry Leaves (1 tbsp), Cardamom (1 tsp), Chicken (2 tbsp), Cumin (2 tsp), Oil (3 tbsp), Vinegar (2 tbsp), Chickpea Flour (456 g), Turmeric (1 tsp), Wheat Flour (285 g)",18
RCP01847,Pakistani Desserts Special 347,Pakistani,Desserts,Roasted,Hard,34,57,91,6,Hot,Lunch,False,True,False,True,3.5,1171,368,14.12,2024-11-20,False,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Chicken (632g), Paneer (1 tbsp), Red Chili Powder (1 tsp), Black Pepper (1 tsp), Tamarind Paste (3 tbsp), Lemon Juice (2 tbsp), Vinegar (2 tbsp), Sugar (2 tbsp), Paneer (371 ml), Garam Masala (2 tsp), Cloves (2 tsp), Milk (397 ml), Water (3 tbsp), Bay Leaf (2 tsp)",17
RCP01848,Lahori Chargha,Pakistani,Desserts,Roasted,Medium,10,63,73,4,Hot,Snack,False,False,False,True,3.6,2263,424,14.42,2025-03-27,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Beef (861g), Wheat Flour (255 g), Chicken (2 tbsp), Sugar (1 tbsp), Chickpea Flour (497 g), Mustard Seeds (2 tbsp), Chicken (2 tbsp)",10
RCP01849,Karahi,Pakistani,Desserts,Steamed,Hard,19,129,148,3,Medium,Dinner,False,False,False,True,3.8,1567,574,21.84,2023-05-14,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Paneer (835g), Chickpea Flour (302 g), Milk (224 ml), Tamarind Paste (2 tbsp), Cumin (2 tsp), Cardamom (1 tsp), Tofu (4 tbsp), Tamarind Paste (2 tbsp), Garam Masala (1 tsp), Paneer (283 ml), Green Chili (1 medium)",14
RCP01850,Biryani,Pakistani,Desserts,Boiled,Medium,47,22,69,5,Hot,Beverage,True,False,False,True,4.7,3747,456,22.92,2023-09-02,True,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Chickpeas (381g), Red Chili Powder (2 tsp), Sesame Seeds (4 tbsp), Tamarind Paste (3 tbsp), Tamarind Paste (1 tbsp), Almonds (2 tbsp), Tomato (2 medium), Cumin (2 tsp), Cloves (1 tsp), Cream (306 ml), All-Purpose Flour (262 g)",14
RCP01851,Chapli Kabab,Pakistani,Desserts,Roasted,Easy,19,158,177,2,Medium,Snack,False,False,False,True,4.3,954,391,18.96,2023-09-09,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Fish (391g), Lentils (Dal) (3 tbsp), Sesame Seeds (2 tbsp), Yogurt (185 ml)",7
RCP01852,Sindhi Biryani,Pakistani,Desserts,Slow-cooked,Medium,48,92,140,3,Medium,Breakfast,True,False,False,True,4.2,4856,165,3.17,2024-10-25,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Chickpeas (359g), Fresh Coriander (4 tbsp), Yogurt (152 ml), Basmati Rice (446 g), Oil (1 tbsp), Curry Leaves (4 tbsp), Vinegar (3 tbsp), Cashews (3 tbsp), Peas (2 medium)",12
RCP01853,Seekh Kabab,Pakistani,Desserts,Steamed,Medium,52,75,127,2,Hot,Breakfast,False,False,False,True,4.0,302,546,3.97,2025-01-17,False,True,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Tofu (391g), Tomato (1 medium), Coriander (1 tsp), All-Purpose Flour (255 g), Coconut Milk (1 tbsp), Coconut Milk (3 tbsp), Ghee (278 ml), Potato (2 medium)",11
RCP01854,Karahi,Pakistani,Desserts,Grilled,Easy,44,178,222,7,Mild,Dessert,False,True,False,True,3.9,4940,781,18.55,2025-05-04,False,True,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Fish (363g), Curry Leaves (1 tbsp), Chickpea Flour (224 g), Fish (1 tbsp)",7
RCP01855,Paya,Pakistani,Desserts,Pressure-cooked,Medium,19,147,166,2,Mild,Snack,True,True,False,True,4.6,2028,703,6.66,2024-12-29,False,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Lentils (Dal) (335g), Mint Leaves (1 tbsp), Curry Leaves (3 tbsp), Cream (264 ml), Peas (2 medium), Paneer (372 ml), Ginger (2 medium)",10
RCP01856,Sindhi Biryani,Pakistani,Desserts,Fried,Medium,39,20,59,2,Medium,Beverage,False,False,False,True,3.7,1975,191,8.52,2025-10-04,False,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Paneer (608g), Lemon Juice (1 tbsp), Eggs (1 tbsp), Oil (4 tbsp), Raisins (2 tbsp), Coriander (1 tsp), Turmeric (1 tsp), Garam Masala (2 tsp)",11
RCP01857,Sindhi Biryani,Pakistani,Desserts,Steamed,Hard,48,112,160,7,Mild,Snack,True,False,False,True,4.1,1082,200,10.63,2024-12-25,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Lentils (Dal) (452g), Almonds (3 tbsp), Coconut Milk (2 tbsp), Fresh Coriander (2 tbsp), Onion (2 medium), Lemon Juice (2 tbsp), Onion (2 medium), Cumin (1 tsp), Raisins (2 tbsp), Wheat Flour (341 g), Bell Pepper (2 medium), Fenugreek Leaves (4 tbsp), Paneer (437 ml), Semolina (434 g), Paneer (428 ml)",18
